,u,i,ts,label,idx
90,3,520,1137101821.0,1.0,91
91,3,521,1137101832.0,1.0,92
92,3,522,1137101855.0,1.0,93
93,3,522,1137101855.0,1.0,94
94,3,523,1137101872.0,1.0,95
95,3,523,1137101872.0,1.0,96
96,3,524,1137101893.0,1.0,97
97,3,524,1137101893.0,1.0,98
98,3,524,1137101893.0,1.0,99
99,3,525,1137101900.0,1.0,100
100,3,525,1137101900.0,1.0,101
101,3,526,1137101933.0,1.0,102
102,3,527,1137101955.0,1.0,103
103,3,528,1137101984.0,1.0,104
104,3,529,1137102023.0,1.0,105
105,3,530,1137102107.0,1.0,106
106,3,530,1137102107.0,1.0,107
107,3,530,1137102107.0,1.0,108
108,3,531,1137102116.0,1.0,109
109,3,531,1137102116.0,1.0,110
110,3,532,1137102149.0,1.0,111
111,3,532,1137102149.0,1.0,112
112,3,532,1137102149.0,1.0,113
113,3,533,1137102164.0,1.0,114
114,3,533,1137102164.0,1.0,115
115,3,533,1137102164.0,1.0,116
116,3,534,1137102177.0,1.0,117
117,3,534,1137102177.0,1.0,118
118,3,534,1137102177.0,1.0,119
119,3,535,1137102209.0,1.0,120
120,3,535,1137102209.0,1.0,121
121,3,535,1137102209.0,1.0,122
122,3,536,1137102223.0,1.0,123
123,3,536,1137102223.0,1.0,124
124,3,536,1137102223.0,1.0,125
125,3,537,1137102242.0,1.0,126
126,3,537,1137102242.0,1.0,127
127,3,538,1137102251.0,1.0,128
128,3,538,1137102251.0,1.0,129
129,3,538,1137102251.0,1.0,130
130,3,539,1137102269.0,1.0,131
131,3,540,1137102308.0,1.0,132
132,3,540,1137102308.0,1.0,133
133,3,541,1137102410.0,1.0,134
134,3,542,1137102415.0,1.0,135
135,3,543,1137102436.0,1.0,136
136,3,544,1137102451.0,1.0,137
137,3,544,1137102451.0,1.0,138
138,3,545,1137102467.0,1.0,139
139,3,545,1137102467.0,1.0,140
140,3,545,1137102467.0,1.0,141
141,3,546,1137102483.0,1.0,142
142,3,547,1137102501.0,1.0,143
143,3,548,1137102513.0,1.0,144
144,3,543,1137102523.0,1.0,145
145,3,549,1137102553.0,1.0,146
146,3,549,1137102553.0,1.0,147
147,3,549,1137102553.0,1.0,148
148,3,550,1137102588.0,1.0,149
149,3,551,1137102626.0,1.0,150
150,3,551,1137102626.0,1.0,151
151,3,551,1137102626.0,1.0,152
152,3,552,1137102657.0,1.0,153
153,3,553,1137102666.0,1.0,154
154,3,553,1137102666.0,1.0,155
155,3,553,1137102666.0,1.0,156
156,3,554,1137102696.0,1.0,157
157,3,554,1137102696.0,1.0,158
158,3,555,1137102797.0,1.0,159
159,3,556,1137102805.0,1.0,160
160,3,489,1137102813.0,1.0,161
161,3,489,1137102813.0,1.0,162
162,3,557,1137102828.0,1.0,163
163,3,557,1137102828.0,1.0,164
164,3,558,1137102858.0,1.0,165
165,3,558,1137102858.0,1.0,166
166,3,559,1137102872.0,1.0,167
167,3,559,1137102872.0,1.0,168
168,3,560,1137102887.0,1.0,169
169,3,561,1137102913.0,1.0,170
170,3,561,1137102913.0,1.0,171
171,3,562,1137102922.0,1.0,172
172,3,563,1137102942.0,1.0,173
173,3,563,1137102942.0,1.0,174
174,3,564,1137102974.0,1.0,175
175,3,564,1137102974.0,1.0,176
176,3,564,1137102974.0,1.0,177
177,3,565,1137102991.0,1.0,178
178,3,566,1137103022.0,1.0,179
179,3,566,1137103022.0,1.0,180
180,3,472,1137103028.0,1.0,181
181,3,472,1137103028.0,1.0,182
182,3,567,1137103035.0,1.0,183
183,3,567,1137103035.0,1.0,184
184,3,567,1137103035.0,1.0,185
185,3,567,1137103061.0,1.0,186
186,3,568,1137103067.0,1.0,187
187,3,568,1137103085.0,1.0,188
188,3,569,1137103107.0,1.0,189
189,3,570,1137103117.0,1.0,190
190,5,571,1137103127.0,1.0,191
191,3,572,1137103132.0,1.0,192
192,3,572,1137103132.0,1.0,193
193,3,572,1137103132.0,1.0,194
194,3,573,1137103140.0,1.0,195
195,3,574,1137103151.0,1.0,196
196,3,574,1137103151.0,1.0,197
197,5,571,1137103158.0,1.0,198
198,3,575,1137103163.0,1.0,199
199,3,575,1137103163.0,1.0,200
200,3,576,1137103188.0,1.0,201
201,3,576,1137103188.0,1.0,202
202,3,577,1137103194.0,1.0,203
203,3,577,1137103194.0,1.0,204
204,3,578,1137103214.0,1.0,205
205,3,579,1137103252.0,1.0,206
206,3,579,1137103252.0,1.0,207
207,3,580,1137103271.0,1.0,208
208,3,581,1137103276.0,1.0,209
209,3,582,1137103321.0,1.0,210
210,3,583,1137103348.0,1.0,211
211,3,583,1137103348.0,1.0,212
212,3,583,1137103348.0,1.0,213
213,3,584,1137103364.0,1.0,214
214,3,584,1137103364.0,1.0,215
215,3,585,1137103367.0,1.0,216
216,3,586,1137103375.0,1.0,217
217,3,586,1137103375.0,1.0,218
218,3,587,1137103396.0,1.0,219
219,3,588,1137103404.0,1.0,220
220,5,589,1137103429.0,1.0,221
221,3,590,1137103437.0,1.0,222
222,3,590,1137103437.0,1.0,223
223,3,591,1137103441.0,1.0,224
224,6,592,1137103451.0,1.0,225
225,3,593,1137103463.0,1.0,226
226,3,594,1137103471.0,1.0,227
227,3,595,1137103499.0,1.0,228
228,3,595,1137103499.0,1.0,229
229,3,595,1137103499.0,1.0,230
230,3,595,1137103499.0,1.0,231
231,5,596,1137103515.0,1.0,232
232,3,597,1137103535.0,1.0,233
233,3,597,1137103535.0,1.0,234
234,3,598,1137103560.0,1.0,235
235,3,599,1137103567.0,1.0,236
236,3,599,1137103567.0,1.0,237
237,3,600,1137103586.0,1.0,238
238,3,600,1137103586.0,1.0,239
239,3,600,1137103586.0,1.0,240
240,3,601,1137103595.0,1.0,241
241,3,601,1137103595.0,1.0,242
242,3,602,1137103610.0,1.0,243
243,6,603,1137103610.0,1.0,244
244,6,604,1137103627.0,1.0,245
245,3,605,1137103630.0,1.0,246
246,3,605,1137103635.0,1.0,247
247,3,606,1137103643.0,1.0,248
248,3,607,1137103655.0,1.0,249
249,3,607,1137103655.0,1.0,250
250,3,607,1137103655.0,1.0,251
251,3,608,1137103668.0,1.0,252
252,3,609,1137103684.0,1.0,253
253,3,482,1137103697.0,1.0,254
254,6,610,1137103706.0,1.0,255
255,6,611,1137103727.0,1.0,256
256,3,612,1137103753.0,1.0,257
257,3,613,1137103758.0,1.0,258
258,3,614,1137103900.0,1.0,259
259,3,614,1137103900.0,1.0,260
260,3,614,1137103900.0,1.0,261
261,3,614,1137103900.0,1.0,262
262,3,615,1137103911.0,1.0,263
263,3,615,1137103911.0,1.0,264
264,5,616,1137103916.0,1.0,265
265,3,617,1137103945.0,1.0,266
266,3,617,1137103945.0,1.0,267
267,3,618,1137103965.0,1.0,268
268,3,618,1137103965.0,1.0,269
269,3,619,1137104022.0,1.0,270
270,3,620,1137104043.0,1.0,271
271,3,620,1137104043.0,1.0,272
272,5,621,1137104058.0,1.0,273
273,3,622,1137104180.0,1.0,274
274,3,623,1137104189.0,1.0,275
275,3,623,1137104189.0,1.0,276
276,5,615,1137104244.0,1.0,277
277,5,624,1137104261.0,1.0,278
278,5,625,1137104326.0,1.0,279
279,3,626,1137104347.0,1.0,280
280,3,626,1137104347.0,1.0,281
281,5,627,1137104349.0,1.0,282
282,5,628,1137104387.0,1.0,283
283,3,629,1137104402.0,1.0,284
284,3,629,1137104403.0,1.0,285
285,3,629,1137104403.0,1.0,286
286,6,630,1137104408.0,1.0,287
287,3,631,1137104412.0,1.0,288
288,3,631,1137104412.0,1.0,289
289,3,631,1137104412.0,1.0,290
290,6,632,1137104419.0,1.0,291
291,3,631,1137104424.0,1.0,292
292,6,633,1137104429.0,1.0,293
293,6,490,1137104468.0,1.0,294
294,6,490,1137104468.0,1.0,295
295,6,490,1137104468.0,1.0,296
296,6,544,1137104494.0,1.0,297
297,3,634,1137104497.0,1.0,298
298,6,635,1137104547.0,1.0,299
299,5,636,1137104557.0,1.0,300
300,3,637,1137104563.0,1.0,301
301,3,637,1137104563.0,1.0,302
302,6,638,1137104573.0,1.0,303
303,3,639,1137104582.0,1.0,304
304,3,639,1137104582.0,1.0,305
305,3,639,1137104582.0,1.0,306
306,3,640,1137104597.0,1.0,307
307,3,640,1137104597.0,1.0,308
308,3,640,1137104597.0,1.0,309
309,3,640,1137104597.0,1.0,310
310,6,641,1137104682.0,1.0,311
311,5,642,1137104686.0,1.0,312
312,6,643,1137104704.0,1.0,313
313,3,644,1137104734.0,1.0,314
314,3,644,1137104734.0,1.0,315
315,3,644,1137104734.0,1.0,316
316,3,644,1137104734.0,1.0,317
317,5,645,1137104765.0,1.0,318
318,6,646,1137104786.0,1.0,319
319,6,646,1137104786.0,1.0,320
320,3,647,1137104822.0,1.0,321
321,3,648,1137104829.0,1.0,322
322,3,649,1137104869.0,1.0,323
323,3,649,1137104869.0,1.0,324
324,3,649,1137104869.0,1.0,325
325,5,650,1137104870.0,1.0,326
326,3,651,1137104882.0,1.0,327
327,3,651,1137104882.0,1.0,328
328,5,652,1137104942.0,1.0,329
329,5,653,1137105003.0,1.0,330
330,5,654,1137105011.0,1.0,331
331,5,655,1137105034.0,1.0,332
332,5,479,1137105047.0,1.0,333
333,5,656,1137105077.0,1.0,334
334,5,657,1137105232.0,1.0,335
335,1,474,1137108019.0,1.0,336
336,1,474,1137108049.0,1.0,337
337,7,658,1137115175.0,1.0,338
338,7,496,1137115202.0,1.0,339
339,7,659,1137115205.0,1.0,340
340,7,565,1137115207.0,1.0,341
341,7,573,1137115213.0,1.0,342
342,7,660,1137115217.0,1.0,343
343,7,661,1137115226.0,1.0,344
344,7,662,1137115239.0,1.0,345
345,7,581,1137115241.0,1.0,346
346,7,504,1137115247.0,1.0,347
347,7,505,1137115251.0,1.0,348
348,7,485,1137115256.0,1.0,349
349,7,663,1137115267.0,1.0,350
350,7,498,1137115280.0,1.0,351
351,7,664,1137115290.0,1.0,352
352,7,570,1137115291.0,1.0,353
353,7,665,1137115303.0,1.0,354
354,8,666,1137117314.0,1.0,355
355,8,667,1137117315.0,1.0,356
356,8,658,1137117317.0,1.0,357
357,8,658,1137117317.0,1.0,358
358,8,579,1137117317.0,1.0,359
359,8,621,1137117318.0,1.0,360
360,8,621,1137117318.0,1.0,361
361,8,668,1137117319.0,1.0,362
362,8,668,1137117319.0,1.0,363
363,8,669,1137117320.0,1.0,364
364,8,669,1137117320.0,1.0,365
365,8,504,1137117322.0,1.0,366
366,8,504,1137117322.0,1.0,367
367,8,670,1137117323.0,1.0,368
368,8,671,1137117326.0,1.0,369
369,8,671,1137117326.0,1.0,370
370,8,672,1137117327.0,1.0,371
371,8,673,1137117327.0,1.0,372
372,8,672,1137117327.0,1.0,373
373,8,674,1137117328.0,1.0,374
374,8,675,1137117329.0,1.0,375
375,8,676,1137117329.0,1.0,376
376,8,676,1137117329.0,1.0,377
377,8,557,1137117330.0,1.0,378
378,8,557,1137117330.0,1.0,379
379,8,677,1137117333.0,1.0,380
380,8,677,1137117333.0,1.0,381
381,8,678,1137117334.0,1.0,382
382,8,679,1137117334.0,1.0,383
383,8,679,1137117334.0,1.0,384
384,8,585,1137117337.0,1.0,385
385,8,550,1137117338.0,1.0,386
386,8,680,1137117339.0,1.0,387
387,8,681,1137117340.0,1.0,388
388,8,497,1137117340.0,1.0,389
389,8,682,1137117341.0,1.0,390
390,8,682,1137117341.0,1.0,391
391,8,683,1137117341.0,1.0,392
392,8,683,1137117341.0,1.0,393
393,8,683,1137117342.0,1.0,394
394,8,684,1137117342.0,1.0,395
395,8,684,1137117342.0,1.0,396
396,8,685,1137117345.0,1.0,397
397,8,498,1137117346.0,1.0,398
398,8,686,1137117346.0,1.0,399
399,8,498,1137117346.0,1.0,400
400,8,686,1137117346.0,1.0,401
401,8,687,1137117347.0,1.0,402
402,8,500,1137117349.0,1.0,403
403,8,688,1137117350.0,1.0,404
404,8,688,1137117350.0,1.0,405
405,8,614,1137117351.0,1.0,406
406,8,614,1137117351.0,1.0,407
407,8,664,1137117351.0,1.0,408
408,8,617,1137117352.0,1.0,409
409,8,638,1137117353.0,1.0,410
410,8,689,1137117355.0,1.0,411
411,8,689,1137117355.0,1.0,412
412,8,690,1137117781.0,1.0,413
413,8,691,1137117787.0,1.0,414
414,8,692,1137117789.0,1.0,415
415,8,693,1137117792.0,1.0,416
416,8,694,1137117793.0,1.0,417
417,8,695,1137117817.0,1.0,418
418,8,696,1137117820.0,1.0,419
419,8,696,1137117820.0,1.0,420
420,8,697,1137117840.0,1.0,421
421,8,697,1137117840.0,1.0,422
422,8,698,1137117847.0,1.0,423
423,8,698,1137117847.0,1.0,424
424,8,604,1137117854.0,1.0,425
425,8,699,1137118137.0,1.0,426
426,8,699,1137118137.0,1.0,427
427,8,700,1137118139.0,1.0,428
428,8,700,1137118139.0,1.0,429
429,8,701,1137118163.0,1.0,430
430,8,701,1137118163.0,1.0,431
431,8,701,1137118163.0,1.0,432
432,8,701,1137118163.0,1.0,433
433,8,701,1137118163.0,1.0,434
434,8,701,1137118163.0,1.0,435
435,8,702,1137118193.0,1.0,436
436,8,702,1137118193.0,1.0,437
437,8,702,1137118193.0,1.0,438
438,8,546,1137118194.0,1.0,439
439,8,546,1137118194.0,1.0,440
440,8,546,1137118194.0,1.0,441
441,8,703,1137118213.0,1.0,442
442,8,703,1137118213.0,1.0,443
443,8,703,1137118213.0,1.0,444
444,8,703,1137118213.0,1.0,445
445,8,704,1137118245.0,1.0,446
446,8,705,1137118245.0,1.0,447
447,8,705,1137118245.0,1.0,448
448,8,704,1137118245.0,1.0,449
449,8,706,1137118337.0,1.0,450
450,8,707,1137118337.0,1.0,451
451,8,707,1137118337.0,1.0,452
452,8,707,1137118337.0,1.0,453
453,8,706,1137118337.0,1.0,454
454,8,706,1137118337.0,1.0,455
455,8,486,1137118338.0,1.0,456
456,8,708,1137118338.0,1.0,457
457,8,708,1137118338.0,1.0,458
458,8,486,1137118338.0,1.0,459
459,8,709,1137118339.0,1.0,460
460,8,709,1137118339.0,1.0,461
461,8,710,1137118389.0,1.0,462
462,8,710,1137118389.0,1.0,463
463,8,710,1137118389.0,1.0,464
464,9,711,1137153797.0,1.0,465
465,9,572,1137154214.0,1.0,466
466,10,643,1137156283.0,1.0,467
467,11,551,1137161587.0,1.0,468
468,12,503,1137162736.0,1.0,469
469,12,712,1137162817.0,1.0,470
470,12,712,1137162817.0,1.0,471
471,12,713,1137163212.0,1.0,472
472,12,714,1137163271.0,1.0,473
473,12,715,1137163416.0,1.0,474
474,12,571,1137163510.0,1.0,475
475,12,571,1137163510.0,1.0,476
476,12,716,1137164548.0,1.0,477
477,12,717,1137164915.0,1.0,478
478,12,717,1137164915.0,1.0,479
479,13,718,1137164968.0,1.0,480
480,13,719,1137164993.0,1.0,481
481,12,654,1137165033.0,1.0,482
482,12,720,1137165153.0,1.0,483
483,12,720,1137165153.0,1.0,484
484,12,720,1137165153.0,1.0,485
485,12,721,1137165352.0,1.0,486
486,13,557,1137165418.0,1.0,487
487,13,722,1137165419.0,1.0,488
488,13,548,1137165422.0,1.0,489
489,13,507,1137165429.0,1.0,490
490,13,723,1137165430.0,1.0,491
491,13,569,1137165433.0,1.0,492
492,13,664,1137165436.0,1.0,493
493,13,664,1137165436.0,1.0,494
494,13,503,1137165438.0,1.0,495
495,13,503,1137165438.0,1.0,496
496,13,724,1137165442.0,1.0,497
497,13,665,1137165443.0,1.0,498
498,13,665,1137165443.0,1.0,499
499,13,725,1137165447.0,1.0,500
500,13,725,1137165447.0,1.0,501
501,13,726,1137165448.0,1.0,502
502,13,726,1137165448.0,1.0,503
503,13,727,1137165449.0,1.0,504
504,13,479,1137165451.0,1.0,505
505,13,479,1137165451.0,1.0,506
506,13,485,1137165452.0,1.0,507
507,13,485,1137165452.0,1.0,508
508,13,485,1137165452.0,1.0,509
509,13,728,1137165455.0,1.0,510
510,13,728,1137165455.0,1.0,511
511,13,728,1137165455.0,1.0,512
512,13,729,1137165456.0,1.0,513
513,13,729,1137165456.0,1.0,514
514,13,729,1137165456.0,1.0,515
515,13,661,1137165457.0,1.0,516
516,13,661,1137165457.0,1.0,517
517,13,730,1137165458.0,1.0,518
518,13,730,1137165458.0,1.0,519
519,13,730,1137165458.0,1.0,520
520,12,731,1137165975.0,1.0,521
521,12,732,1137166038.0,1.0,522
522,12,732,1137166038.0,1.0,523
523,12,732,1137166038.0,1.0,524
524,12,732,1137166038.0,1.0,525
525,12,733,1137166413.0,1.0,526
526,12,733,1137166413.0,1.0,527
527,14,557,1137168909.0,1.0,528
528,14,734,1137168918.0,1.0,529
529,14,735,1137168926.0,1.0,530
530,14,659,1137168992.0,1.0,531
531,14,734,1137169196.0,1.0,532
532,14,557,1137169215.0,1.0,533
533,14,735,1137169235.0,1.0,534
534,14,736,1137169366.0,1.0,535
535,14,737,1137169373.0,1.0,536
536,14,738,1137169395.0,1.0,537
537,14,739,1137169409.0,1.0,538
538,14,561,1137169424.0,1.0,539
539,14,740,1137169512.0,1.0,540
540,14,741,1137169573.0,1.0,541
541,14,741,1137169573.0,1.0,542
542,14,741,1137169573.0,1.0,543
543,14,742,1137169639.0,1.0,544
544,14,742,1137169639.0,1.0,545
545,14,742,1137169639.0,1.0,546
546,14,615,1137169664.0,1.0,547
547,14,622,1137169702.0,1.0,548
548,14,743,1137169730.0,1.0,549
549,14,743,1137169730.0,1.0,550
550,14,690,1137169746.0,1.0,551
551,14,744,1137169779.0,1.0,552
552,14,745,1137169825.0,1.0,553
553,14,745,1137169826.0,1.0,554
554,14,742,1137169877.0,1.0,555
555,14,746,1137169924.0,1.0,556
556,14,747,1137169947.0,1.0,557
557,14,748,1137169960.0,1.0,558
558,14,516,1137169971.0,1.0,559
559,14,749,1137169992.0,1.0,560
560,14,750,1137170035.0,1.0,561
561,14,751,1137170096.0,1.0,562
562,14,752,1137170110.0,1.0,563
563,14,752,1137170116.0,1.0,564
564,14,752,1137170126.0,1.0,565
565,14,694,1137170136.0,1.0,566
566,14,753,1137170165.0,1.0,567
567,14,754,1137170175.0,1.0,568
568,14,755,1137170187.0,1.0,569
569,14,702,1137170196.0,1.0,570
570,14,702,1137170207.0,1.0,571
571,14,495,1137170255.0,1.0,572
572,14,756,1137170267.0,1.0,573
573,14,569,1137170335.0,1.0,574
574,14,486,1137170376.0,1.0,575
575,14,757,1137170388.0,1.0,576
576,14,658,1137170413.0,1.0,577
577,14,758,1137170435.0,1.0,578
578,14,664,1137170462.0,1.0,579
579,14,759,1137170498.0,1.0,580
580,14,580,1137170542.0,1.0,581
581,14,580,1137170542.0,1.0,582
582,14,760,1137170551.0,1.0,583
583,14,729,1137170565.0,1.0,584
584,14,729,1137170565.0,1.0,585
585,14,761,1137170641.0,1.0,586
586,14,761,1137170641.0,1.0,587
587,14,762,1137170650.0,1.0,588
588,14,762,1137170650.0,1.0,589
589,14,763,1137170655.0,1.0,590
590,14,661,1137170670.0,1.0,591
591,14,661,1137170670.0,1.0,592
592,14,758,1137170715.0,1.0,593
593,14,764,1137170844.0,1.0,594
594,14,765,1137170858.0,1.0,595
595,14,765,1137170893.0,1.0,596
596,14,766,1137170942.0,1.0,597
597,14,767,1137170953.0,1.0,598
598,14,768,1137170975.0,1.0,599
599,14,768,1137170977.0,1.0,600
600,14,769,1137171005.0,1.0,601
601,14,514,1137171012.0,1.0,602
602,14,770,1137171022.0,1.0,603
603,14,593,1137171410.0,1.0,604
604,14,637,1137171739.0,1.0,605
605,14,771,1137171764.0,1.0,606
606,14,772,1137171769.0,1.0,607
607,14,773,1137171778.0,1.0,608
608,14,520,1137171805.0,1.0,609
609,14,520,1137171805.0,1.0,610
610,14,698,1137171812.0,1.0,611
611,14,604,1137171831.0,1.0,612
612,14,774,1137171835.0,1.0,613
613,14,649,1137171866.0,1.0,614
614,14,562,1137172231.0,1.0,615
615,14,562,1137172231.0,1.0,616
616,15,562,1137173893.0,1.0,617
617,15,562,1137173893.0,1.0,618
618,15,562,1137173893.0,1.0,619
619,16,775,1137174030.0,1.0,620
620,16,775,1137174030.0,1.0,621
621,16,775,1137174030.0,1.0,622
622,16,775,1137174030.0,1.0,623
623,16,775,1137174030.0,1.0,624
624,14,692,1137174230.0,1.0,625
625,17,776,1137174574.0,1.0,626
626,17,776,1137174574.0,1.0,627
627,17,476,1137174585.0,1.0,628
628,17,541,1137174604.0,1.0,629
629,17,541,1137174604.0,1.0,630
630,17,506,1137174618.0,1.0,631
631,17,506,1137174618.0,1.0,632
632,17,477,1137174644.0,1.0,633
633,17,777,1137174655.0,1.0,634
634,17,778,1137174657.0,1.0,635
635,17,779,1137174666.0,1.0,636
636,17,646,1137174672.0,1.0,637
637,17,646,1137174672.0,1.0,638
638,17,780,1137174692.0,1.0,639
639,17,781,1137174728.0,1.0,640
640,17,781,1137174728.0,1.0,641
641,17,781,1137174728.0,1.0,642
642,17,782,1137174739.0,1.0,643
643,17,783,1137174747.0,1.0,644
644,17,506,1137174752.0,1.0,645
645,17,784,1137174756.0,1.0,646
646,17,551,1137174769.0,1.0,647
647,17,503,1137174799.0,1.0,648
648,17,503,1137174799.0,1.0,649
649,17,503,1137174799.0,1.0,650
650,17,785,1137174804.0,1.0,651
651,18,786,1137174805.0,1.0,652
652,17,787,1137174811.0,1.0,653
653,17,519,1137174816.0,1.0,654
654,17,726,1137174833.0,1.0,655
655,17,726,1137174833.0,1.0,656
656,18,767,1137174843.0,1.0,657
657,17,660,1137174845.0,1.0,658
658,17,660,1137174845.0,1.0,659
659,17,587,1137174855.0,1.0,660
660,17,587,1137174855.0,1.0,661
661,18,681,1137174867.0,1.0,662
662,17,788,1137174873.0,1.0,663
663,18,625,1137174882.0,1.0,664
664,17,486,1137174893.0,1.0,665
665,17,789,1137174901.0,1.0,666
666,17,790,1137174904.0,1.0,667
667,17,791,1137174924.0,1.0,668
668,17,791,1137174924.0,1.0,669
669,17,543,1137174939.0,1.0,670
670,17,549,1137174966.0,1.0,671
671,17,792,1137174978.0,1.0,672
672,17,792,1137174978.0,1.0,673
673,17,793,1137174983.0,1.0,674
674,17,794,1137174987.0,1.0,675
675,18,549,1137174995.0,1.0,676
676,17,481,1137174996.0,1.0,677
677,17,795,1137175012.0,1.0,678
678,18,543,1137175019.0,1.0,679
679,17,488,1137175022.0,1.0,680
680,17,488,1137175022.0,1.0,681
681,17,488,1137175022.0,1.0,682
682,17,796,1137175032.0,1.0,683
683,18,543,1137175034.0,1.0,684
684,17,797,1137175044.0,1.0,685
685,17,635,1137175087.0,1.0,686
686,18,684,1137175092.0,1.0,687
687,17,798,1137175094.0,1.0,688
688,17,799,1137175097.0,1.0,689
689,18,800,1137175098.0,1.0,690
690,17,799,1137175106.0,1.0,691
691,18,725,1137175150.0,1.0,692
692,18,617,1137175171.0,1.0,693
693,18,765,1137175179.0,1.0,694
694,17,801,1137175190.0,1.0,695
695,17,802,1137175202.0,1.0,696
696,18,606,1137175212.0,1.0,697
697,17,803,1137175216.0,1.0,698
698,17,803,1137175216.0,1.0,699
699,17,804,1137175228.0,1.0,700
700,17,805,1137175233.0,1.0,701
701,17,806,1137175239.0,1.0,702
702,17,807,1137175249.0,1.0,703
703,17,808,1137175253.0,1.0,704
704,17,809,1137175273.0,1.0,705
705,17,810,1137175278.0,1.0,706
706,17,811,1137175297.0,1.0,707
707,17,656,1137175308.0,1.0,708
708,17,812,1137175311.0,1.0,709
709,17,813,1137175314.0,1.0,710
710,17,814,1137175322.0,1.0,711
711,17,815,1137175330.0,1.0,712
712,17,542,1137175336.0,1.0,713
713,17,816,1137175340.0,1.0,714
714,17,817,1137175354.0,1.0,715
715,17,818,1137175360.0,1.0,716
716,15,579,1137175365.0,1.0,717
717,17,529,1137175368.0,1.0,718
718,17,819,1137175378.0,1.0,719
719,17,820,1137175386.0,1.0,720
720,17,821,1137175407.0,1.0,721
721,17,714,1137175415.0,1.0,722
722,17,822,1137175448.0,1.0,723
723,17,823,1137175455.0,1.0,724
724,17,713,1137175462.0,1.0,725
725,17,824,1137175479.0,1.0,726
726,17,653,1137175498.0,1.0,727
727,17,825,1137175516.0,1.0,728
728,17,826,1137175520.0,1.0,729
729,15,549,1137175597.0,1.0,730
730,17,827,1137175626.0,1.0,731
731,15,549,1137175632.0,1.0,732
732,15,549,1137175632.0,1.0,733
733,15,549,1137175654.0,1.0,734
734,15,828,1137175749.0,1.0,735
