,u,i,ts,label,idx
450,130,9,1082740948.0,1.0,451
451,37,148,1082741242.0,1.0,452
452,37,110,1082741311.0,1.0,453
453,37,106,1082741398.0,1.0,454
454,37,130,1082741429.0,1.0,455
455,10,9,1082741464.0,1.0,456
456,35,102,1082745220.0,1.0,457
457,162,163,1082746334.0,1.0,458
458,164,73,1082747726.0,1.0,459
459,33,165,1082748705.0,1.0,460
460,59,9,1082749452.0,1.0,461
461,33,59,1082749623.0,1.0,462
462,42,77,1082749964.0,1.0,463
463,42,121,1082750036.0,1.0,464
464,42,133,1082750072.0,1.0,465
465,42,166,1082750110.0,1.0,466
466,42,167,1082750145.0,1.0,467
467,42,158,1082750164.0,1.0,468
468,42,168,1082750210.0,1.0,469
469,42,169,1082750232.0,1.0,470
470,42,170,1082750248.0,1.0,471
471,42,135,1082750278.0,1.0,472
472,57,69,1082750368.0,1.0,473
473,42,57,1082750393.0,1.0,474
474,57,155,1082750421.0,1.0,475
475,57,171,1082750496.0,1.0,476
476,57,172,1082750514.0,1.0,477
477,57,173,1082750526.0,1.0,478
478,104,102,1082750860.0,1.0,479
479,52,158,1082750965.0,1.0,480
480,33,131,1082751108.0,1.0,481
481,9,59,1082751742.0,1.0,482
482,9,165,1082751835.0,1.0,483
483,104,64,1082752582.0,1.0,484
484,104,174,1082752751.0,1.0,485
485,68,155,1082753141.0,1.0,486
486,33,27,1082753641.0,1.0,487
487,97,164,1082754961.0,1.0,488
488,10,59,1082755436.0,1.0,489
489,42,57,1082755480.0,1.0,490
490,10,21,1082755702.0,1.0,491
491,10,166,1082755743.0,1.0,492
492,10,62,1082755904.0,1.0,493
493,104,110,1082756732.0,1.0,494
494,33,156,1082756853.0,1.0,495
495,33,110,1082756917.0,1.0,496
496,33,175,1082756994.0,1.0,497
497,176,51,1082757021.0,1.0,498
498,104,86,1082757502.0,1.0,499
499,125,110,1082757593.0,1.0,500
500,165,9,1082757772.0,1.0,501
501,104,64,1082758236.0,1.0,502
502,39,129,1082758487.0,1.0,503
503,104,64,1082758510.0,1.0,504
504,104,64,1082758569.0,1.0,505
505,20,110,1082758617.0,1.0,506
506,104,64,1082758677.0,1.0,507
507,104,64,1082758753.0,1.0,508
508,162,165,1082758766.0,1.0,509
509,162,165,1082758768.0,1.0,510
510,39,110,1082758816.0,1.0,511
511,42,64,1082758848.0,1.0,512
512,104,64,1082758936.0,1.0,513
513,177,64,1082758956.0,1.0,514
514,42,64,1082758958.0,1.0,515
515,177,64,1082759050.0,1.0,516
516,42,64,1082759073.0,1.0,517
517,162,64,1082759105.0,1.0,518
518,104,64,1082759111.0,1.0,519
519,42,64,1082759116.0,1.0,520
520,177,64,1082759162.0,1.0,521
521,42,64,1082759165.0,1.0,522
522,162,64,1082759175.0,1.0,523
523,104,64,1082759190.0,1.0,524
524,33,165,1082759192.0,1.0,525
525,177,64,1082759213.0,1.0,526
526,42,64,1082759245.0,1.0,527
527,177,64,1082759303.0,1.0,528
528,42,64,1082759310.0,1.0,529
529,162,64,1082759319.0,1.0,530
530,104,64,1082759345.0,1.0,531
531,42,178,1082759370.0,1.0,532
532,42,178,1082759374.0,1.0,533
533,165,179,1082759396.0,1.0,534
534,165,178,1082759413.0,1.0,535
535,33,176,1082759425.0,1.0,536
536,33,178,1082759441.0,1.0,537
537,177,64,1082759466.0,1.0,538
538,165,180,1082759468.0,1.0,539
539,42,64,1082759506.0,1.0,540
540,33,180,1082759520.0,1.0,541
541,42,64,1082759539.0,1.0,542
542,42,64,1082759636.0,1.0,543
543,42,64,1082759659.0,1.0,544
544,42,64,1082759743.0,1.0,545
545,162,64,1082759770.0,1.0,546
546,97,165,1082759884.0,1.0,547
547,42,64,1082759998.0,1.0,548
548,42,178,1082760055.0,1.0,549
549,42,178,1082760095.0,1.0,550
550,42,64,1082760126.0,1.0,551
551,42,178,1082760151.0,1.0,552
552,42,64,1082760214.0,1.0,553
553,162,64,1082760225.0,1.0,554
554,33,178,1082760229.0,1.0,555
555,42,178,1082760239.0,1.0,556
556,33,178,1082760320.0,1.0,557
557,42,178,1082760324.0,1.0,558
558,42,64,1082760356.0,1.0,559
559,42,181,1082760371.0,1.0,560
560,33,178,1082760454.0,1.0,561
561,42,64,1082760471.0,1.0,562
562,162,64,1082760486.0,1.0,563
563,42,178,1082760490.0,1.0,564
564,42,181,1082760512.0,1.0,565
565,178,33,1082760633.0,1.0,566
566,42,64,1082760668.0,1.0,567
567,42,178,1082760685.0,1.0,568
568,181,178,1082760694.0,1.0,569
569,181,178,1082760701.0,1.0,570
570,181,182,1082760770.0,1.0,571
571,42,178,1082760774.0,1.0,572
572,181,183,1082760824.0,1.0,573
573,42,181,1082760907.0,1.0,574
574,42,91,1082760927.0,1.0,575
575,42,64,1082760957.0,1.0,576
576,33,178,1082760983.0,1.0,577
577,42,181,1082761090.0,1.0,578
578,42,64,1082761113.0,1.0,579
579,42,178,1082761126.0,1.0,580
580,178,181,1082761158.0,1.0,581
581,178,181,1082761222.0,1.0,582
582,178,33,1082761270.0,1.0,583
583,42,181,1082761300.0,1.0,584
584,42,178,1082761355.0,1.0,585
585,42,181,1082761360.0,1.0,586
586,33,178,1082761381.0,1.0,587
587,42,64,1082761387.0,1.0,588
588,184,185,1082761481.0,1.0,589
589,42,64,1082761670.0,1.0,590
590,178,33,1082761714.0,1.0,591
591,33,178,1082761774.0,1.0,592
592,42,178,1082761821.0,1.0,593
593,178,33,1082761844.0,1.0,594
594,176,33,1082761883.0,1.0,595
595,33,178,1082761899.0,1.0,596
596,33,176,1082761929.0,1.0,597
597,42,169,1082762000.0,1.0,598
598,176,33,1082762126.0,1.0,599
599,42,169,1082762237.0,1.0,600
600,42,178,1082762245.0,1.0,601
601,178,33,1082762257.0,1.0,602
602,64,175,1082762279.0,1.0,603
603,175,64,1082762297.0,1.0,604
604,64,175,1082762307.0,1.0,605
605,175,64,1082762336.0,1.0,606
606,42,169,1082762347.0,1.0,607
607,42,178,1082762371.0,1.0,608
608,33,176,1082762390.0,1.0,609
609,64,175,1082762402.0,1.0,610
610,175,64,1082762433.0,1.0,611
611,42,169,1082762438.0,1.0,612
612,10,33,1082762460.0,1.0,613
613,42,178,1082762473.0,1.0,614
614,64,175,1082762476.0,1.0,615
615,33,178,1082762483.0,1.0,616
616,176,33,1082762517.0,1.0,617
617,33,176,1082762611.0,1.0,618
618,42,169,1082762645.0,1.0,619
619,42,178,1082762674.0,1.0,620
620,42,169,1082762684.0,1.0,621
621,42,169,1082762692.0,1.0,622
622,64,156,1082762737.0,1.0,623
623,175,64,1082762749.0,1.0,624
624,42,178,1082762768.0,1.0,625
625,178,33,1082762776.0,1.0,626
626,42,169,1082762783.0,1.0,627
627,176,33,1082762794.0,1.0,628
628,64,175,1082762808.0,1.0,629
629,175,64,1082762872.0,1.0,630
630,64,175,1082762893.0,1.0,631
631,42,169,1082762941.0,1.0,632
632,42,178,1082762963.0,1.0,633
633,42,178,1082762996.0,1.0,634
634,33,176,1082763017.0,1.0,635
635,42,178,1082763018.0,1.0,636
636,176,33,1082763210.0,1.0,637
637,176,33,1082763231.0,1.0,638
638,33,176,1082763310.0,1.0,639
639,42,178,1082763388.0,1.0,640
640,42,169,1082763401.0,1.0,641
641,175,64,1082763405.0,1.0,642
642,64,175,1082763464.0,1.0,643
643,42,169,1082763499.0,1.0,644
644,42,169,1082763600.0,1.0,645
645,42,178,1082763628.0,1.0,646
646,42,169,1082763653.0,1.0,647
647,42,178,1082763676.0,1.0,648
648,175,64,1082763703.0,1.0,649
649,64,175,1082763721.0,1.0,650
650,42,169,1082764013.0,1.0,651
651,42,178,1082764066.0,1.0,652
652,42,178,1082764348.0,1.0,653
653,42,178,1082764380.0,1.0,654
654,42,178,1082764726.0,1.0,655
655,10,33,1082764739.0,1.0,656
656,42,178,1082764741.0,1.0,657
657,42,186,1082764751.0,1.0,658
658,42,169,1082764765.0,1.0,659
659,186,148,1082764926.0,1.0,660
660,186,33,1082765093.0,1.0,661
661,42,186,1082765160.0,1.0,662
662,42,178,1082765177.0,1.0,663
663,33,186,1082765317.0,1.0,664
664,187,186,1082765326.0,1.0,665
665,141,186,1082765334.0,1.0,666
666,156,33,1082765335.0,1.0,667
667,33,156,1082765358.0,1.0,668
668,186,187,1082765391.0,1.0,669
669,156,64,1082765449.0,1.0,670
670,42,178,1082765558.0,1.0,671
671,104,178,1082765609.0,1.0,672
672,188,187,1082765753.0,1.0,673
673,186,98,1082765842.0,1.0,674
674,104,98,1082765877.0,1.0,675
675,188,187,1082765895.0,1.0,676
676,42,186,1082765985.0,1.0,677
677,42,186,1082766007.0,1.0,678
678,42,187,1082766048.0,1.0,679
679,42,186,1082766056.0,1.0,680
680,42,187,1082766129.0,1.0,681
681,186,64,1082766306.0,1.0,682
682,42,169,1082766341.0,1.0,683
683,188,187,1082766411.0,1.0,684
684,64,156,1082766483.0,1.0,685
685,64,186,1082766522.0,1.0,686
686,104,59,1082766618.0,1.0,687
687,104,64,1082766673.0,1.0,688
688,188,187,1082766732.0,1.0,689
689,104,189,1082766936.0,1.0,690
690,190,176,1082766944.0,1.0,691
691,190,176,1082766995.0,1.0,692
692,141,186,1082767092.0,1.0,693
693,188,187,1082767095.0,1.0,694
694,186,110,1082767113.0,1.0,695
695,141,186,1082767413.0,1.0,696
696,190,9,1082767956.0,1.0,697
697,103,98,1082767959.0,1.0,698
698,141,186,1082768102.0,1.0,699
699,42,87,1082768241.0,1.0,700
700,42,189,1082768524.0,1.0,701
701,102,101,1082769241.0,1.0,702
702,102,191,1082769860.0,1.0,703
703,192,176,1082769878.0,1.0,704
704,102,191,1082769881.0,1.0,705
705,102,191,1082769911.0,1.0,706
706,102,191,1082769980.0,1.0,707
707,102,191,1082770002.0,1.0,708
708,104,193,1082770053.0,1.0,709
709,102,191,1082770114.0,1.0,710
710,102,191,1082770155.0,1.0,711
711,102,191,1082770168.0,1.0,712
712,102,191,1082770219.0,1.0,713
713,102,191,1082770244.0,1.0,714
714,102,191,1082770255.0,1.0,715
715,102,191,1082770267.0,1.0,716
716,102,191,1082770273.0,1.0,717
717,194,150,1082770316.0,1.0,718
718,102,101,1082770326.0,1.0,719
719,194,191,1082770368.0,1.0,720
720,192,79,1082770403.0,1.0,721
721,102,191,1082770419.0,1.0,722
722,102,191,1082770427.0,1.0,723
723,191,110,1082770493.0,1.0,724
724,102,191,1082770514.0,1.0,725
725,194,191,1082770540.0,1.0,726
726,110,125,1082770830.0,1.0,727
727,104,110,1082770830.0,1.0,728
728,104,191,1082770915.0,1.0,729
729,104,110,1082771103.0,1.0,730
730,104,110,1082771192.0,1.0,731
731,42,193,1082771989.0,1.0,732
732,195,150,1082773129.0,1.0,733
733,195,196,1082773594.0,1.0,734
734,177,21,1082775359.0,1.0,735
